id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25970658,Spacious apartment. 10 min to Schönbrunn Palace,146020503,Denys,,Margareten,48.18730199125571,16.344418782203565,Entire home/apt,58,1,55,2019-01-21,6.93,5,346
25972004,1 Bedroom 1 Bathroom Rooftop with Aircondition,4331202,Florian,,Alsergrund,48.22403756565646,16.354276378222494,Entire home/apt,109,3,0,,,46,342
25972493,Cosy 70m2 apt. in green area close to centre for 2,6508566,Magdalena,,Dbling,48.24342200339863,16.350040239453307,Entire home/apt,39,5,23,2018-12-18,2.86,1,0
25973015,"Nahe U1, U2, United Nations, Wirtschaftsuniverität",21491452,David,,Leopoldstadt,48.223235646663866,16.40479779335448,Entire home/apt,45,60,0,,,2,358
25973703,Room in a newly refurbished and central apartment,23993552,Nico,,Wieden,48.19007087725177,16.36421475018453,Private room,29,2,29,2019-01-21,3.72,1,43
25973715,"CosyCentral, one Room Apt. in Karmelitermarkt",194032128,Dor,,Leopoldstadt,48.216740201027974,16.37539662666293,Entire home/apt,90,1,3,2018-11-19,0.80,11,331
25973958,Quite  Central Apt. in Karmelitermarkt With AC,194032128,Dor,,Leopoldstadt,48.21621546219815,16.37704201917697,Entire home/apt,88,1,6,2019-01-20,1.59,11,353
25974082,Cozy apartment in the heart of vienna!,82018225,Marlene,,Ottakring,48.212494213576676,16.330491259343436,Entire home/apt,70,3,4,2018-12-31,0.65,1,0
25974605,Cute Flat in Hip 6th district near to subway,81317560,Lucia,,Mariahilf,48.19189666898551,16.34679786730011,Entire home/apt,55,2,4,2018-07-28,0.55,1,0
25974678,Luxury and Good Vibes Apartment in Vienna,194032128,Dor,,Leopoldstadt,48.22021412469521,16.37823267954129,Entire home/apt,160,1,12,2019-01-05,1.91,11,312
25974770,14sqm room with balcony,101269801,Markus,,Favoriten,48.17832115903673,16.3635310854858,Private room,25,2,7,2018-10-10,0.98,1,0
25974997,Private 5 Stars Apt in the Heart of Vienna,194032128,Dor,,Innere Stadt,48.206364813903235,16.377312430271736,Entire home/apt,145,1,2,2018-09-11,0.35,11,340
25985264,Perfect location above the roofs of Vienna,194461727,Liz,,Simmering,48.17544855193647,16.395942960023433,Entire home/apt,33,2,5,2018-08-05,0.69,1,0
25989216,central quiet apartment,195204594,Rachel,,Leopoldstadt,48.216864695940856,16.381507691173553,Entire home/apt,75,1,33,2019-01-14,4.78,1,102
25989882,"Schönes, helles Zimmer in guter Lage",126750217,Eva,,Brigittenau,48.22874994923935,16.367391111981004,Private room,25,3,11,2018-12-30,1.39,1,0
25992765,"Gartenhaus Refugium, Gartendusche, Campingklo",47878495,Angelika,,Hietzing,48.16750745140848,16.268078671696852,Entire home/apt,32,2,2,2018-09-23,0.28,3,89
25993662,Best value for money in excellent location,11067410,Philip,,Josefstadt,48.210199492953926,16.3393461148336,Entire home/apt,99,3,9,2018-12-28,1.38,1,260
25995052,Spacious private room in City Center- 1st District,65925209,Raphaël,,Innere Stadt,48.20998564001536,16.380256665377896,Private room,40,1,15,2019-01-29,2.01,1,0
25998360,Cozy apartment in the heart of Vienna,195234613,Lukas,,Landstra§e,48.21005694099554,16.38723595395052,Entire home/apt,85,2,31,2019-01-27,5.22,1,216
25999200,Relaxing private room,187493141,Michael,,Leopoldstadt,48.213237786948085,16.42138661189764,Private room,26,1,84,2019-02-03,10.59,4,251
26004652,Newly renovated perfect apartment,9936418,Peter,,Rudolfsheim-Fnfhaus,48.19919550165196,16.3325679364842,Entire home/apt,50,1,2,2018-07-25,0.29,2,131
26004963,Bright and quiet flat next to Old Danube,65320669,Isabella,,Floridsdorf,48.25056970129991,16.40649137186834,Private room,38,1,5,2018-12-02,1.09,1,89
26007030,Luxus Center Apartment near (Hofburg ),193094198,Josef,,Innere Stadt,48.20736546696267,16.35746196237237,Entire home/apt,150,1,6,2019-01-13,0.81,4,309
26007194,Living in a historic Apartment in the center,136196485,Sylvia,,Innere Stadt,48.20267012119034,16.36550488436957,Entire home/apt,74,2,25,2019-02-03,3.97,2,126
26007557,Center apartments near (Hofburg),72306907,J&A,,Innere Stadt,48.206666337420934,16.356403473008328,Entire home/apt,150,1,7,2019-01-05,0.91,5,303
26008368,"Ruhiges, gemütliches Altbau- Zimmer",195477756,Maria,,Landstra§e,48.20107051024864,16.38731088214323,Private room,12,14,1,2018-07-22,0.15,1,0
26018288,Small cosy room in a cosy flat,43921915,Annaperla,,Alsergrund,48.22546342034722,16.357758267675706,Private room,30,3,0,,,1,0
26021500,City&More! Apartment Neubau,179724765,IKW Immokontakt Wohnideen GmbH,,Neubau,48.20041304188269,16.35414834012664,Entire home/apt,119,2,2,2018-11-27,0.27,2,93
26021930,bright studio appartment near Augarten park,5575689,Sarah,,Brigittenau,48.22922635781702,16.387725263367614,Entire home/apt,43,3,10,2018-10-16,1.51,1,0
26024406,studio - just in 12 min to the city,5126903,Petra,,Favoriten,48.173461257887915,16.35632229341813,Entire home/apt,50,30,0,,,7,365
26027230,Beautiful big Viennese Apartment in the CityCenter,195609201,Cip,,Neubau,48.20145882417733,16.33821888223385,Entire home/apt,90,5,12,2019-01-05,1.67,1,364
26035184,A spacious double room near Schönbrunn and U4metro,84241789,Haral,,Meidling,48.1815051138041,16.326755519463816,Private room,30,1,9,2019-01-05,2.43,11,5
26050871,"Helles, großes Zimmer in lockerer WG und 5. Bezirk",169101395,Johanna,,Margareten,48.1840936281542,16.35335982399541,Private room,20,1,1,2018-09-07,0.19,1,0
26052049,Helles Zimmer in der besten Lage Wiens,131259536,Sharina,,Josefstadt,48.20651226489651,16.350419134987117,Private room,35,1,5,2018-09-30,0.68,1,362
26052717,BIG Family Room with nice Garden next centre!,90502361,Selman,,Ottakring,48.211323552202664,16.334939524427995,Private room,35,1,0,,,2,363
26062294,Charming-creative Loft w/ special  features 1050,6116012,Claudia,,Margareten,48.18396815358961,16.358768773966485,Entire home/apt,40,1,6,2018-08-14,0.86,1,0
26062450,WienerApartment,194711619,Bertha,,Rudolfsheim-Fnfhaus,48.2033645081042,16.326281147806647,Entire home/apt,44,1,2,2018-08-01,0.27,1,0
26062540,Rooftop 3 Bedrooms 2 Bathrooms Aircondition,4331202,Florian,,Alsergrund,48.22192050906739,16.355428867199652,Entire home/apt,320,3,7,2018-10-21,0.97,46,315
26062833,5 Bedrooms in a great Location and  House,4331202,Florian,,Alsergrund,48.22414386609387,16.35470149459778,Entire home/apt,410,3,3,2019-01-26,1.67,46,338
26072515,Smart Luxus Wohnung,13524219,Ilona,,Alsergrund,48.22699055159283,16.354717736891843,Entire home/apt,59,2,0,,,1,1
26077056,Superior Apartment Vindobona,7147147,Emmanuel,,Dbling,48.275042369893406,16.35554739611927,Entire home/apt,95,3,2,2018-10-14,0.45,22,302
26081121,Cozy Apartment in 1060 Wien,16518055,Astrid,,Mariahilf,48.190782046719534,16.33974628041681,Entire home/apt,49,10,1,2018-06-21,0.13,1,225
26083623,"Lovely & Bright new apartment, close to Nashmarkt!",74098804,Daiana Oliveira,,Mariahilf,48.19355106257377,16.35127736430548,Entire home/apt,80,5,0,,,1,0
26088487,Beautiful Renovated Lux Aptm-  top Location,2801718,Kitty,,Leopoldstadt,48.21741761766172,16.389888967420124,Entire home/apt,120,1,24,2019-01-05,3.33,3,314
26088677,"Quiet, cozy and bright room near Augarten",26755950,Johannes,,Leopoldstadt,48.218009728153255,16.38324379132732,Private room,25,2,11,2018-09-08,1.51,2,0
26092134,Top Apartment in der City I,32278016,Sascha,,Alsergrund,48.225300448083445,16.356595518407655,Entire home/apt,49,3,14,2018-12-17,1.81,3,285
26093794,Nice 1 Room Apartment next to U4,15306733,Christina,,Margareten,48.18801610779633,16.344559695651057,Entire home/apt,45,1,11,2019-01-02,1.68,1,46
26094864,Luxury apartment in the heart of vienna!,84399388,Tanja,,Mariahilf,48.19831729150609,16.355629794234922,Entire home/apt,65,28,1,2018-10-15,0.25,1,275
26094908,2 Bedrooms 1 Bathroom with Air Condition,4331202,Florian,,Alsergrund,48.221965471454475,16.354389921585835,Entire home/apt,199,3,1,2018-07-23,0.15,46,342
26098570,Schöner Altbau in perfekter Lage!,34378128,Maria,,Alsergrund,48.22136318280111,16.35466848596362,Private room,16,2,7,2019-01-02,1.78,1,85
26099565,Schönes Zimmer im Herzen Wien,196168702,Markus,,Wieden,48.19641015676176,16.365643236576933,Private room,55,3,11,2019-01-02,1.77,3,26
26099967,Simple & Clean Room in VIenna,196176187,Yu-Tien,,Whring,48.22387140021185,16.337237460208822,Private room,20,1,9,2019-01-05,1.33,1,179
26100497,1 Bedroom with Livingroom,4331202,Florian,,Alsergrund,48.221826405280716,16.35444260250853,Entire home/apt,89,3,2,2019-01-27,2,46,340
26100722,1 Bedroom with Balcony,4331202,Florian,,Alsergrund,48.22369906906022,16.354702369341112,Entire home/apt,94,3,4,2019-01-25,0.62,46,230
26101476,Viennese Chic Artists OASIS,6929849,Christiane,,Hietzing,48.1632329408299,16.284613749817375,Private room,27,1,8,2018-12-02,1.04,3,355
26101525,welcome to the music students` small home in Wien,130043640,Setareh,,Rudolfsheim-Fnfhaus,48.198145738764744,16.328290070982245,Entire home/apt,42,3,6,2018-08-28,0.83,1,0
26102779,"Great place - hip area, food market, city center",64083397,Markus,,Margareten,48.19250116805189,16.357827194925765,Entire home/apt,58,3,32,2019-02-06,5.11,1,122
26103572,Cosy Bedroom in the City Centre,103652348,Nataly,,Alsergrund,48.216865421674655,16.360686379682527,Private room,55,1,5,2019-01-01,1.02,1,138
26112452,Spacious apartment (100m²) near city centre,196294215,Maria,,Landstra§e,48.193904393686196,16.389157620249094,Entire home/apt,110,2,12,2018-12-09,1.67,1,155
26117918,charming garden house,196326071,Gerald,,Floridsdorf,48.274357620392905,16.452136746115066,Entire home/apt,62,6,0,,,1,324
26123207,Design Apartment close WU and Vienna Exhibition,21599948,Christoph,,Leopoldstadt,48.2196743591409,16.402437995022307,Entire home/apt,45,30,5,2018-08-06,0.69,1,0
26123802,"roomoss5 - central, stylish duplex apartment",191333972,Ruth,,Margareten,48.1872392542367,16.35013164479586,Entire home/apt,115,1,30,2019-01-27,4.02,2,272
26124317,1-bedroom Apartment 15 Min To City Centre,196347124,Jasna,,Favoriten,48.175251669375825,16.365143958730197,Entire home/apt,41,1,19,2019-01-20,2.54,1,3
26127632,Cozy Room near Augarten,19554145,Susanne,,Brigittenau,48.23053114477726,16.373817051440433,Private room,17,2,4,2018-08-06,0.55,1,13
26134533,City Appartement- 5 min to City Center,118451393,Walter & Heni,,Favoriten,48.17579827976148,16.378128591390162,Entire home/apt,41,1,38,2019-02-03,5.94,2,124
26142929,118 m2 Rooftop in Schrittweite zur Donauinsel,114112026,Martin,,Brigittenau,48.24594044869277,16.37200788746265,Entire home/apt,120,2,7,2018-12-26,2.14,1,0
26144627,Prime Location Apartment in The Heart of Vienna,194032128,Dor,,Innere Stadt,48.21243832815504,16.36989964523422,Entire home/apt,190,1,6,2019-01-08,1.03,11,343
26144815,Spacious 167 m2 apartment with small balcony,196529235,Petra,,Whring,48.22453865962287,16.347198435532686,Entire home/apt,190,5,11,2019-01-03,1.63,1,355
26144838,26 hours Apartment next to city centre,24311838,Andreas,,Josefstadt,48.20658157836142,16.350932856071687,Entire home/apt,79,2,26,2019-01-20,3.64,4,283
26145342,Zimmer für bis zu 4 Personen,196532696,Thomas,,Alsergrund,48.224429733624,16.361070074836675,Private room,30,5,35,2019-01-08,4.95,1,0
26147879,Balkon Wohnung für 4 Personen,3287016,Walter,,Mariahilf,48.190869460605875,16.34544279870791,Entire home/apt,120,3,9,2019-01-05,1.93,4,169
26148560,31 Sabell Apartments,152238441,Sabine,,Leopoldstadt,48.21738939260728,16.38255371315853,Entire home/apt,115,3,1,2018-10-14,0.25,4,68
26159839,Modern Living,196623859,Sandrine,,Meidling,48.179102833970106,16.32951573974706,Entire home/apt,82,3,0,,,1,333
26162557,Cozy private room in a typical Viennese flat,194905512,Nedjeljko,,Hernals,48.21692810182382,16.341137060967966,Private room,29,2,12,2018-09-09,1.55,3,0
26163125,Lovely private room in a typical Viennese flat,194905512,Nedjeljko,,Hernals,48.2171495945242,16.33993831189745,Private room,34,2,10,2018-09-15,1.32,3,0
26163592,Helles 20m² Zimmer nähe Hauptbahnhof,88740595,Fabian,,Favoriten,48.17445906231348,16.37660000768387,Private room,20,2,15,2018-10-05,2.03,1,153
26170622,Volksoper 2,23958058,Peter,,Whring,48.224252833642396,16.34904171711771,Entire home/apt,50,4,16,2019-01-03,2.21,5,66
26173181,Homebase Tivoli - Altbau Ruheoase,175202983,Maria,,Meidling,48.18098161514707,16.32938882978568,Entire home/apt,89,2,14,2019-01-01,2.00,1,60
26175107,Helles und ruhiges Studio,16418931,Reinhard,,Rudolfsheim-Fnfhaus,48.194503973145565,16.319077133604154,Entire home/apt,49,2,15,2019-01-25,2.06,1,30
26175785,"Spacious Flat in Hip 20th district, up to 6 pax",196741731,Daniel,,Brigittenau,48.23110037987926,16.371057099425908,Entire home/apt,74,2,4,2018-08-25,0.60,1,0
26178202,Quiet Apartment for 4 near central train station,196758078,Agnes,,Margareten,48.187949662138124,16.364223759233344,Entire home/apt,46,2,9,2018-09-01,1.26,1,0
26179427,Bright central Apartment for 4,92979273,Birgit,,Leopoldstadt,48.221821302755274,16.398184132333366,Entire home/apt,175,2,4,2018-12-15,0.65,17,359
26180661,Cozy central room in historic loft,20527975,Arthur,,Josefstadt,48.211696475016204,16.349231721482766,Private room,50,2,1,2018-10-28,0.29,1,0
26182834,Danube Rooftop Dream top 54,8632750,Andreas,,Brigittenau,48.23604466562617,16.38540792471182,Entire home/apt,160,1,0,,,85,357
26183122,Beautiful rooftop apartment in Vienna,48077250,Walter,,Alsergrund,48.223133032742986,16.354401504722293,Entire home/apt,75,2,16,2019-01-02,2.38,1,292
26183406,Sonnige Wohnung in U-Bahn Nähe,25840028,Philipp,,Meidling,48.17929896515559,16.33174271522034,Entire home/apt,60,2,4,2019-01-01,0.66,3,346
26185423,Fewo Pelka,195651235,Nicole - Travanto,,Ottakring,48.22065084342062,16.313740645588904,Entire home/apt,66,5,0,,,2,306
26185863,"Wohnung 56 m2 bei Wien Mitte
15 min vom Flughafen",148940888,Alexander,,Landstra§e,48.20750226343415,16.3901277474653,Entire home/apt,38,1,63,2019-02-05,8.15,2,60
26186019,VIENNAFAVORITE 4,195649242,Nicole - Travanto,,Favoriten,48.1720923978815,16.365887536726305,Entire home/apt,70,4,1,2018-11-27,0.40,4,273
26186029,Bright and well located bedroom in Vienna,195614274,Marghe,,Whring,48.224779693148044,16.340904646737723,Private room,25,1,8,2018-09-02,1.11,1,0
26186247,Dorotheum,195648200,Carolyn - Travanto,,Innere Stadt,48.20691494175367,16.36930550776293,Entire home/apt,135,4,0,,,4,221
26186530,VIENNAFAVORITE 1,195649242,Nicole - Travanto,,Favoriten,48.17248843578459,16.366346871755315,Entire home/apt,70,4,0,,,4,319
26187439,VIENNAFAVORITE 3,195649242,Nicole - Travanto,,Favoriten,48.172374760443994,16.367066803151747,Entire home/apt,66,4,0,,,4,297
26188581,Retro Vienna,195651235,Nicole - Travanto,,Whring,48.23537760698961,16.316099791325495,Entire home/apt,59,3,3,2018-12-15,0.76,2,272
26188707,Apartment Park Augarten,195648200,Carolyn - Travanto,,Brigittenau,48.22899387001089,16.371342756264998,Entire home/apt,117,1,0,,,4,134
26191017,VIENNAFAVORITE 2,195649242,Nicole - Travanto,,Favoriten,48.17277248706015,16.367642337131368,Entire home/apt,66,4,1,2018-11-01,0.30,4,292
26191300,Studio Hietzing,195648200,Carolyn - Travanto,,Hietzing,48.18867919264079,16.29136179198815,Entire home/apt,71,3,0,,,4,45
26193182,"Charming, calm, close to Schönbrunn & metro/tram",2970367,Marie-Therez,,Hietzing,48.184767771051405,16.291853315388092,Entire home/apt,64,3,2,2018-08-05,0.31,1,0
26195114,Gemütliches Zimmer mit Balkon in Wien,86827851,Jagoda,,Favoriten,48.16837366212345,16.372571346187208,Private room,32,5,3,2018-10-25,0.59,5,32
26195386,Central and quiet Apartment,105540998,Katharina,,Josefstadt,48.206959896162765,16.348554224887998,Entire home/apt,80,2,6,2018-08-26,0.92,1,0
26196011,Bright spacious room in the heart of Vienna,138169347,Madara,,Innere Stadt,48.20853763677916,16.373452502490927,Private room,45,20,28,2018-12-30,3.65,3,29
26197111,Cosy Private Room in the City Centre,27044106,Marten,,Leopoldstadt,48.21557328439583,16.38346380132011,Private room,28,3,5,2018-12-24,0.67,1,1
26197310,Private Bedroom in Cozy Apartment Vienna Danube,142164178,Peter,,Dbling,48.24487857448198,16.35844901217791,Private room,17,1,61,2019-02-07,8.24,1,185
26212035,Zirkusgasse 26 Apt 1 (Typ2),2805424,Robert @,,Leopoldstadt,48.21718712294268,16.38526926179014,Entire home/apt,37,30,0,,,19,168
26212673,4 Bedrooms 2 Bathrooms close to Citycenter,4331202,Florian,,Alsergrund,48.22212447984389,16.353989413545083,Entire home/apt,380,3,5,2018-12-16,1.08,46,318
26213371,Cute Studio in Perfect Location,80205282,Lisa,,Neubau,48.20035344195736,16.354031371301126,Entire home/apt,50,2,6,2018-10-03,0.85,1,31
26213895,26m² Private Room. 12 min walk from Stephanplatz!,197013917,Edward,,Wieden,48.196106432065754,16.36884286637705,Private room,40,2,19,2019-01-14,2.61,1,0
26214586,Perfect space with cat and garden,11250132,Martina,,Ottakring,48.21019717426452,16.3276901577139,Entire home/apt,35,4,7,2019-01-02,1.00,1,5
26215298,"Lovely, bright Garconniere next to Augarten",19507473,Judit,,Brigittenau,48.22865555834589,16.379958785616548,Entire home/apt,48,2,30,2019-01-06,4.02,1,18
26217422,Vienna center 22 min!,183971930,Laura,,Liesing,48.15682958874447,16.304284736296463,Private room,28,2,37,2019-01-27,5.07,1,158
26217446,Cosy Apartment InThe ♥ of Vienna,143838856,Christina,,Margareten,48.19507908625346,16.36015100082787,Entire home/apt,115,1,40,2019-01-20,5.36,1,114
26217925,Design and Lifestyle in Vienna,21510270,Hans-Peter,,Margareten,48.18822603487461,16.36086232852748,Entire home/apt,250,2,3,2018-12-09,0.64,2,180
26222456,Appartment next to Belvedere Palace,197065973,Toufic,,Landstra§e,48.18976682219162,16.385196415293976,Entire home/apt,65,2,21,2019-02-07,2.93,1,206
26227932,"Exclusive City Apartment ""Art Nouveau""",197091987,Silvia,,Rudolfsheim-Fnfhaus,48.190981951832754,16.33679662480032,Entire home/apt,49,2,29,2019-01-20,4.10,1,128
26242035,Schaumburger Suite zu Karlsplatz,197222477,Ivanzhela,,Wieden,48.190801980385835,16.36689797438884,Entire home/apt,145,2,1,2018-07-28,0.15,1,144
26244442,»Stairway To Heaven«,54244812,Anja,,Leopoldstadt,48.21877987778008,16.39866321908552,Entire home/apt,60,2,1,2018-08-12,0.16,1,177
26244463,Modern and cosy apartment in Wein,175795108,Helga,,Landstra§e,48.19933005156308,16.37928066926126,Entire home/apt,148,10,0,,,1,268
26244773,Bright Apartment near the Town Hall of Vienna,18975687,Cornelius,,Innere Stadt,48.21180471431918,16.356164543953508,Entire home/apt,190,1,30,2018-12-30,3.90,1,0
26246403,Spacious apartment at the heart of the city,50760424,Ogulcan,,Wieden,48.19845325231759,16.37048253703494,Entire home/apt,58,2,7,2018-11-04,0.96,1,0
26246587,Single bed in a large flat near vienna center,124396578,Werner,,Landstra§e,48.19852851640953,16.395031217639477,Shared room,24,1,10,2019-01-31,2.73,2,361
26248832,"Nice private room in 4th district,  Vienna HBF",140913597,Matthias,,Wieden,48.18827094405767,16.372674836248652,Private room,30,4,1,2018-07-04,0.14,1,0
26249405,"3 Rooms,2 Bathrooms Penthouse close to OPERA#9of10",1996189,Alp,,Innere Stadt,48.20114218979998,16.36940855005063,Entire home/apt,330,3,5,2018-10-04,0.86,10,278
26250404,Cozy studio with garden (near center),10924316,Samuel,,Leopoldstadt,48.22252638860674,16.40278214401854,Entire home/apt,60,2,20,2019-02-03,2.78,1,4
26261812,Appartment an der Sonnenseite in Wien Mitte,194062557,Dany,,Landstra§e,48.18883230927756,16.39412555156222,Entire home/apt,41,2,41,2019-01-28,5.91,1,79
26265732,NEW NEW NEW Reumann-Apartment Quelle,14954085,Nermin,,Favoriten,48.17590972067205,16.378227344909288,Entire home/apt,59,1,7,2019-01-02,2.73,2,360
26267614,Studio-like private room next to trend districts,13415570,Stefanie,,Rudolfsheim-Fnfhaus,48.188172402816285,16.335553823468093,Private room,50,2,3,2018-07-19,0.40,1,88
26269746,Charming apartment in the heart of Neubau,6175169,Lara,,Neubau,48.20499169395033,16.342992639687505,Entire home/apt,65,2,30,2019-01-14,4.13,1,156
26270154,Neat 9th District Apartment,197478391,Maria,,Alsergrund,48.21800934893213,16.345994894724466,Entire home/apt,55,2,10,2018-09-30,1.34,1,0
26272082,In The Middle Of The Vienna :),197487644,Hazel,,Whring,48.22320268238935,16.34005713056961,Private room,29,1,27,2018-12-27,3.57,2,0
26273295,Kleine helle Wohnung im 3ten - nähe Prater und U3,37654464,Livia,,Landstra§e,48.19572943675581,16.406275086353794,Entire home/apt,35,3,4,2019-01-02,0.62,1,134
26274392,Großes Wohlfühl-Apartment in Schönbrunnnähe,173232448,Manuela + Thomas,,Meidling,48.177699540512464,16.32494256704396,Entire home/apt,129,2,9,2019-01-02,1.91,1,231
26278489,Haus Of Love,197554902,Patrick Ahmet,,Donaustadt,48.246500524800865,16.43805704329708,Private room,15,1,27,2019-01-16,3.75,1,188
26281447,Big new house great for families! 167 SqM 4bedroom,58498554,Brian,,Donaustadt,48.25382921597222,16.497145772793186,Entire home/apt,125,3,7,2018-09-30,0.99,2,12
26288939,Cozy Vintage Room 8 minutes to the citycenter,71783492,Julia-Isabelle,,Favoriten,48.1783108581498,16.3730190557952,Private room,35,2,52,2019-01-22,7.16,1,35
26290968,Cosy room in the heart of Vienna for August,140232914,Danae,,Innere Stadt,48.21106521631109,16.379963176018926,Private room,40,10,2,2018-09-01,0.27,1,0
26292312,"cosy room in big, bright flat with huge balcony",6447986,Maxi,,Hernals,48.22504764121204,16.332170731510182,Private room,35,2,6,2018-08-12,0.91,1,89
26295076,Schöne Wohnung in Wien,197704611,Marta,,Simmering,48.15631781547833,16.468892452027223,Entire home/apt,30,1,19,2019-01-05,2.63,1,9
26295429,NEU! Renoviertes Studio in wunderschöner Umgebung!,192433520,Marion,,Ottakring,48.21726905059387,16.291225736499925,Entire home/apt,34,2,31,2019-02-06,4.25,1,178
26298609,Schöne 2-Zimmer Wohnung in schöner Wohngegend,66575014,Clemens,,Whring,48.22547020964871,16.33280218198241,Entire home/apt,42,60,0,,,2,90
26310715,Vienna City Appartments 1st,196356933,Tina,,Margareten,48.1885004417457,16.360026384591023,Entire home/apt,110,3,27,2019-01-12,3.80,2,297
26312164,Vienna City Appartments 2nd,196356933,Tina,,Margareten,48.18833065966074,16.35925703570387,Entire home/apt,110,3,24,2019-01-22,3.75,2,303
26313498,beautiful room in shared flat,197330319,Melanie,,Rudolfsheim-Fnfhaus,48.19798761635668,16.337076816287304,Private room,30,7,0,,,1,0
26315407,"cosy historic flat in vienna's josefstadt, metro",197883322,Steffi & Alexander,,Josefstadt,48.21091341357818,16.34333103702508,Entire home/apt,53,2,30,2019-01-07,4.05,1,209
26318853,Stephansdom three-bedroom Apartment,7147147,Emmanuel,,Innere Stadt,48.207758301143464,16.371028281107048,Entire home/apt,250,3,13,2019-01-21,2.32,22,120
26322539,Viennas' Beauty in the center,101614687,Morena,,Alsergrund,48.22926108741134,16.35575621396538,Entire home/apt,36,2,19,2019-01-09,2.53,2,355
26326101,City centre Margareten,68354904,Megan,,Margareten,48.192147037690425,16.362264296426225,Entire home/apt,69,2,5,2018-10-29,0.70,1,100
26328070,Comfortable and Modern Apartment in Good Location,159495730,Matthias,,Ottakring,48.20521233150801,16.307813858147753,Entire home/apt,35,1,9,2019-01-01,1.24,1,224
26330870,Artist Flat mit wohlfühl Atmosphäre.,15318203,Jenny Bladek,,Margareten,48.193075820182415,16.361738089095685,Entire home/apt,45,2,10,2018-08-24,1.36,1,0
26337980,"Wien in 15 Minuten im Zentrum U-Bahn, Lage perfekt",103531370,Reinhard,,Dbling,48.234133639112876,16.35478249024412,Entire home/apt,85,3,17,2019-01-26,2.46,1,102
26339748,Rafael's apartment :),198034035,Rafael,,Landstra§e,48.190304148309814,16.385078685702723,Private room,19,1,3,2018-07-18,0.41,1,0
26340865,*Sunny room in Margareten 1050 Vienna *,147517889,Kristina,,Margareten,48.19109423361189,16.358481041936436,Private room,19,14,2,2018-08-15,0.31,1,0
26348235,Cosy Room Close to The Center,52153652,Nava,,Margareten,48.18959915463574,16.352533117791936,Private room,32,1,59,2019-02-02,7.76,1,282
26348456,Beautiful and sunny Flat,84027471,Johanna,,Whring,48.232643369386786,16.32091718880574,Entire home/apt,65,6,6,2019-01-03,0.79,1,41
26348948,Großzügige Wohnung im Diplomatenviertel,34271259,Jutta,,Landstra§e,48.19818909890033,16.383449651525503,Entire home/apt,150,2,2,2018-09-23,0.27,1,362
26349623,Big room in Vienna’s old town,160050409,Sophie,,Leopoldstadt,48.2140997128992,16.37924894070232,Private room,30,3,4,2019-01-29,0.63,1,0
26349846,Mini Design Flat Vienna,66040140,Sascha & Marina,,Penzing,48.19816984142178,16.306579973624977,Entire home/apt,29,1,56,2019-02-07,7.71,10,80
26350063,"It's dangerous to go alone, take this with you!",35590532,Alex,,Brigittenau,48.23550430207668,16.378940642027167,Private room,23,2,15,2018-08-30,2.06,2,0
26350073,Urban Apartment in Central Vienna,198161683,Christoph,,Neubau,48.20199421804831,16.340493815814394,Entire home/apt,68,3,9,2019-01-01,1.30,1,79
26350111,Small and cosy room with green,16077728,Lili,,Ottakring,48.212765644550785,16.33166475141603,Private room,20,1,10,2018-09-29,1.40,1,18
26351092,Vienna Business Standard Apartment,1643928,Harry,,Alsergrund,48.22827224711522,16.35879186755333,Entire home/apt,72,1,36,2019-01-24,4.82,25,55
26352534,Cosy Luxury Apartment with a Balcony,198175344,Tristan,,Neubau,48.20607041192649,16.349210147391204,Entire home/apt,110,1,7,2019-01-01,1.19,1,14
26353080,Großes Zimmer mit Waschbecken im Zimmer,195424385,Nora,,Leopoldstadt,48.21551899337199,16.37790726717055,Private room,37,1,4,2018-12-10,0.68,1,133
26354565,Spacious Flat for 5 near the center,198190738,Letche,,Leopoldstadt,48.21814977557368,16.3997487772211,Entire home/apt,70,2,11,2018-08-23,1.51,2,0
26356245,Cozy Flat in hip 6th district for 4 persons,198190738,Letche,,Mariahilf,48.1938535383425,16.34305422565271,Entire home/apt,45,2,13,2018-09-30,1.80,2,0
26359414,Lovely flat in great location,112498527,Gabriele,,Landstra§e,48.20515267185766,16.3954345849596,Private room,37,1,13,2018-11-18,1.82,1,0
26360453,Vienna Hauptbanhof and Belvedere castle apartment,32170490,Stanislava,,Favoriten,48.17657499980796,16.3853157998756,Entire home/apt,100,2,5,2018-09-21,0.84,2,87
26365018,"Lovely, cosy room close to Prater",115911356,Bianca,,Leopoldstadt,48.21756527723095,16.405925372242788,Private room,16,6,5,2018-09-17,0.79,1,0
26373724,Cosy Appartement near city centre,72985120,Hannah,,Margareten,48.18431321759822,16.353167798767,Entire home/apt,35,1,12,2019-01-27,1.77,1,8
26374529,Beautiful apartment in central Vienna,26460686,Christina,,Mariahilf,48.1918168310724,16.346087618817897,Entire home/apt,69,2,6,2018-12-10,1.01,3,240
26375006,Wien - Zimmer in großer Designer Wohnung,17145906,Isabelle,,Josefstadt,48.20836287070744,16.340052425535326,Private room,50,2,10,2019-01-02,1.66,3,284
26376131,Bright spacious apartment in the city center,138169347,Madara,,Innere Stadt,48.20902271025502,16.373576774742023,Entire home/apt,110,3,1,2018-08-13,0.17,3,0
